EventDataID,EventID,ContentID,CustomerID,EventTypeID,EventDate,Quantity,InsertDate
78262675,1592287202,2000983915,634676415,3,2022-08-11,7,2022-02-10
767468793,1539265966,1937336170,3785012349,2,2023-05-13,9,2022-03-13
3880090523,1250054761,1533852784,3663582441,3,2023-03-05,8,2023-06-01
425835085,3530923563,3367887545,3779017061,5,2023-02-14,8,2023-06-14
3971738128,554720259,775896742,1623082680,3,2022-08-12,4,2023-01-03
1990733024,3322828730,1147905250,1601758565,2,2023-04-20,2,2022-12-09
3143865334,2445936403,3267828627,1840333906,4,2022-04-16,2,2023-01-07
452036690,763161180,4004988820,3236360684,1,2023-04-23,3,2022-11-16
3070942355,3004213814,1130223242,2345817293,6,2023-03-09,5,2023-05-06
2436080908,1476662497,1934554486,1009563676,1,2023-06-08,2,2022-01-27
1037801302,922625057,603916730,3306544638,6,2022-02-13,6,2022-05-03
3114977597,3315926184,848232570,1504465705,5,2023-09-06,2,2023-08-04
216558573,3490244733,320437030,3130831435,1,2022-09-28,5,2023-04-09
4253237597,1231710811,2725758044,4086599620,5,2022-05-21,10,2022-05-01
3055519085,3769048422,1326673735,3882682291,2,2023-05-30,1,2023-02-20
3878104201,214989604,116907155,2651573213,3,2023-02-20,4,2023-04-06
1987822207,3340279678,1348311321,2660450269,1,2022-04-30,4,2023-08-27
101952743,2023275845,1527308299,1740021201,4,2023-04-28,3,2022-03-22
10726553,1344542832,3735314056,1364726777,5,2023-05-01,2,2023-01-01
4095221307,3979038486,3979421566,2367984748,6,2022-05-09,1,2023-03-15
1141690352,620428600,2709966859,3305917971,3,2022-02-18,9,2023-01-22
1622504802,3492761259,3107755218,58763252,6,2023-06-18,4,2022-02-07
3502741177,535727245,1403013064,3099049176,4,2022-04-08,1,2022-08-21
3774780315,3276200828,2632515738,2282770637,3,2022-07-28,5,2023-03-04
3294124843,2698720439,3620531632,3376616060,3,2022-04-24,10,2022-06-15
522897053,3812331991,741149022,3074361417,4,2022-08-31,4,2023-05-01
1463855359,139524789,121236298,1397006661,6,2022-07-17,10,2023-05-20
3499893861,1817562238,3078706043,2794476931,6,2022-08-24,3,2022-12-06
3247060756,2854423516,3067156401,4269635854,5,2022-12-04,6,2023-06-13
1032461854,3799443419,208407163,1491250973,3,2022-08-01,8,2022-08-26
2466518634,62793701,2386223241,3354210625,4,2023-06-03,9,2022-05-12
91247008,1612686988,4248193798,48283740,5,2022-07-12,8,2022-08-23
688218760,932668532,2708035108,2805864242,6,2022-12-26,2,2023-07-14
2100916046,2914626273,3025537805,2524164501,6,2023-06-27,4,2023-07-06
634737910,1384517242,319791070,726987033,6,2022-07-01,6,2023-07-04
2803358066,2165144055,4152879313,330127289,1,2022-09-02,3,2023-05-13
983207313,4019122414,1757168807,1840333906,5,2022-11-27,8,2022-05-06
3943535798,342420250,1819984110,1826933024,6,2022-03-03,7,2023-06-13
1295461522,3867695515,1130223242,654536839,2,2022-03-03,9,2022-08-04
1940222671,2193299529,3367887545,1861370304,4,2022-07-01,9,2022-07-09
3667928695,4123183481,2709966859,1173910807,3,2022-05-15,9,2022-09-02
1462994232,2036943760,1397963913,3735892107,1,2022-11-29,7,2022-11-02
1801418544,659909192,1533852784,3236360684,6,2023-08-09,9,2023-03-20
617352064,2351997823,1639194183,3785012349,3,2022-08-22,9,2022-08-30
4276944863,2765255912,775896742,147336937,4,2022-04-02,10,2023-04-23
1452545726,4192319750,320437030,3484933015,5,2023-06-24,9,2023-03-31
3381807136,3374368187,1757168807,1492773634,1,2023-07-02,7,2023-07-14
2715863588,1173853126,848232570,2805864242,1,2023-05-16,5,2022-09-02
1560016440,936066119,3067156401,3781441510,1,2022-01-26,9,2022-08-16
588069466,2904591385,2000983915,3215097654,6,2022-08-02,6,2023-06-10
1515043847,4097095283,3267828627,4283697386,5,2022-02-26,8,2023-01-26
2017996255,223837763,372018772,1740021201,2,2023-09-10,10,2022-02-02
53838877,2616471246,3735314056,4086599620,6,2023-05-23,9,2022-08-13
2500858963,4286297926,2708035108,17628709,6,2022-11-04,7,2022-09-02
1906684490,1062267269,2725758044,4269635854,6,2023-07-01,6,2023-04-29
3132899256,2426439274,1819984110,416190263,6,2022-03-16,10,2022-02-12
2360600030,377908212,4152879313,1785347879,1,2023-01-20,4,2022-07-28
953368825,3585624479,3345142791,442641724,5,2023-02-21,6,2023-08-31
2609033547,3288472098,208407163,3605561229,1,2022-10-08,2,2022-05-02
341721691,357147229,603916730,3316847074,1,2022-12-12,3,2022-03-05
2669979369,106667713,1147905250,4205410754,1,2022-11-22,7,2022-09-01
371458108,1125281033,993235818,1397006661,3,2022-05-29,3,2022-09-16
4100948541,298623920,741149022,1782627165,3,2023-05-20,2,2023-01-17
3587411832,3131125373,1937336170,3305917971,3,2023-06-16,4,2023-05-10
4197347194,148060217,2009442175,1601758565,6,2023-03-12,4,2022-05-11
1444120254,1090124233,1326673735,1009563676,4,2022-03-21,4,2023-02-21
1266516913,480325558,4248193798,3900816437,2,2022-08-22,6,2023-02-20
2206245734,1276325136,1348311321,548699023,2,2022-08-21,3,2023-04-26
4274999780,1735480280,1575804888,1364726777,5,2022-07-05,9,2022-10-12
2125352078,1136064814,116907155,2282770637,1,2022-06-06,7,2022-12-26
2150078217,1210634522,3078706043,104034090,4,2023-04-29,4,2022-03-08
3131712538,2676229998,1403013064,4068894872,5,2022-11-18,9,2022-06-28
2483363709,3463149549,1549854095,1623082680,6,2023-05-04,2,2022-08-20
795867649,2398458638,2698582859,3354210625,1,2023-05-27,10,2022-11-22
2510911003,2625525182,1410033097,634676415,1,2022-04-10,9,2023-08-09
1991642794,1046203487,3025537805,3030264657,6,2023-06-22,6,2022-11-23
1396621355,784907373,319791070,1871534877,6,2022-02-26,7,2022-09-28
2854380764,2427082501,2246154299,2660450269,1,2023-02-21,1,2023-01-30
3372839391,1591567114,2632515738,58763252,3,2023-06-16,6,2022-08-31
1158036224,2134214229,2386223241,3779017061,2,2022-03-01,8,2022-09-29
1709811670,562794319,3107755218,355073381,4,2023-06-10,7,2022-08-03
439733797,1996601822,1527308299,48283740,2,2023-06-27,5,2023-02-24
3541091948,3457781755,4004988820,795517452,4,2023-08-16,10,2023-02-28
768582613,1502123106,121236298,2651573213,1,2023-05-06,1,2022-08-07
865525922,2844161427,1934554486,3663582441,4,2022-03-28,6,2022-05-26
4224454304,1331247718,3979421566,451591866,4,2022-02-08,4,2022-08-04
3144984314,4214770069,3620531632,3074361417,3,2023-02-03,4,2022-07-19
2754239764,1625037569,1468245405,985021363,3,2023-05-25,2,2022-03-05
2396242134,2196779515,2708035108,330127289,2,2022-07-10,6,2022-10-22
1487982044,247746742,1937336170,3376616060,1,2022-07-09,10,2023-03-16
3823052055,3481346570,1410033097,587365749,5,2023-07-10,10,2023-09-10
2721503074,1145846528,116907155,4164980623,2,2022-02-01,10,2023-08-22
3125782527,2850208686,1326673735,3667618575,6,2022-03-22,9,2023-08-25
3285176450,4253547810,3078706043,2635222784,1,2022-03-01,5,2022-08-23
415953784,1567303069,3620531632,3783136360,4,2022-10-07,6,2023-03-05
2910085159,2058285204,2009442175,693200618,6,2023-08-25,1,2023-06-14
105507779,1659886254,3067156401,1491250973,1,2023-05-31,4,2023-08-16
3082930442,3303993985,208407163,4093626373,3,2023-07-29,10,2022-06-26
3132377545,3540880801,1468245405,2764482113,3,2022-11-14,3,2023-07-27
3734323481,3960266619,1819984110,3771839276,5,2023-03-15,8,2022-11-03
2762773029,3751235780,2246154299,2548108431,1,2023-05-15,3,2023-04-13
4171126624,32051442,1397963913,206924644,6,2022-06-02,6,2022-07-26
3454099274,609036080,3267828627,947614626,4,2022-02-12,5,2023-05-26
507332939,1151515112,1527308299,797782388,3,2023-07-06,3,2023-03-08
1224891333,2677726551,2000983915,807495182,2,2022-07-15,5,2023-08-13
3321774146,4024714168,775896742,3882682291,1,2022-02-14,1,2023-02-18
1558318222,3206453289,1639194183,119018178,1,2023-04-18,3,2022-08-30
2878010221,2491711393,3367887545,1564203669,2,2023-07-27,6,2022-12-31
3552347620,1331500999,4152879313,3554321074,3,2023-01-21,9,2023-08-13
878683128,3443744703,2709966859,1556706313,1,2023-02-01,8,2022-05-17
4075132306,2432191399,848232570,2794476931,3,2022-02-24,3,2022-06-24
2103898789,3807979688,4004988820,4239629693,2,2022-06-01,5,2022-11-13
1905257588,1089666530,741149022,2312139917,6,2022-10-25,5,2022-02-24
3446275214,2328619862,121236298,3099049176,6,2022-02-24,5,2023-02-03
4091175161,1448474015,2632515738,1623852546,3,2022-12-17,7,2022-07-02
3074455454,1419650421,3345142791,4264450384,6,2022-12-22,8,2023-04-26
1321880820,2565007727,1549854095,1504465705,6,2023-03-04,7,2023-03-06
2468857011,3377998910,1348311321,802878909,1,2023-08-28,4,2023-02-14
2292988194,2688817164,1130223242,1278217312,4,2023-04-22,8,2023-05-16
3300570800,910083192,319791070,2792118618,6,2022-10-03,6,2023-06-08
967283132,45099966,1147905250,2345817293,5,2023-03-20,10,2022-10-28
2235679230,2603699532,1757168807,2367984748,3,2022-12-02,9,2023-07-23
1100002360,1967255684,3025537805,184745482,3,2023-04-14,8,2023-05-19
3104847830,2205073898,1533852784,1656097016,4,2023-01-05,1,2022-04-24
3751722045,3432266649,3979421566,2371520178,4,2022-03-09,1,2023-03-26
3514831470,1188268332,2698582859,726987033,5,2023-02-21,5,2022-03-09
1120953343,3518937047,993235818,3708035023,1,2023-02-10,6,2022-12-23
1330909367,4078290806,2386223241,2524164501,5,2022-12-19,2,2022-11-24
552617491,2046000387,3735314056,3587781023,6,2022-05-12,8,2023-08-18
3522300435,4054706588,4248193798,630406814,1,2023-07-08,4,2022-09-25
2820846262,642990011,1934554486,1944516786,2,2022-04-09,7,2023-02-21
1472482616,3503542149,2725758044,3306544638,4,2022-02-15,6,2022-08-08
254380443,563668692,1403013064,2962277096,3,2022-02-05,1,2022-03-30
2097376674,2471715205,3107755218,4199568268,1,2022-04-12,8,2022-11-20
4077092579,1347090863,603916730,1237424330,1,2022-08-14,1,2022-08-22
3679858908,468228847,372018772,3130831435,6,2022-08-16,9,2022-09-17
2298498467,2002193671,320437030,634676415,3,2022-05-22,4,2022-12-17
2597680028,496427383,1575804888,451591866,5,2022-09-04,7,2022-04-05
837968873,810131152,3267828627,3236360684,3,2022-10-23,4,2022-04-02
467384689,1779914563,1934554486,3900816437,2,2022-01-27,10,2022-03-30
1583233691,2772964154,1326673735,355073381,2,2022-06-13,5,2022-07-04
386526328,2513311500,3107755218,1491250973,4,2023-05-01,7,2022-10-28
424886933,308342250,3067156401,2371520178,2,2022-05-17,2,2023-05-06
2276531156,939402475,2009442175,2962277096,1,2022-05-22,7,2022-08-26
1333544218,846379351,3367887545,4068894872,5,2022-12-16,3,2023-06-09
2392268548,3137143884,3979421566,442641724,5,2022-08-26,8,2023-06-01
4236782445,3386029526,372018772,104034090,5,2022-10-24,3,2023-08-26
3439230844,617771001,1549854095,3354210625,3,2023-01-14,7,2023-07-05
414042040,1608875815,1757168807,797782388,6,2023-09-06,3,2022-12-22
2036956394,276887156,2386223241,3099049176,2,2023-05-23,4,2023-08-15
4201190624,133673236,2000983915,17628709,3,2023-02-08,9,2022-10-30
3353837611,1408980792,1147905250,3030264657,2,2022-11-21,9,2022-09-21
4250318689,3860970284,1397963913,3663582441,3,2022-06-01,7,2023-07-08
2511605605,3331034830,3345142791,2794476931,1,2023-03-15,2,2023-06-13
3524588098,1207868944,3025537805,1278217312,5,2023-05-11,4,2023-03-21
2523307664,3046783376,3620531632,2792118618,6,2023-06-05,6,2022-04-06
1068033831,4024919265,2698582859,3771839276,2,2022-05-28,8,2022-02-18
1975403483,3660885218,2246154299,206924644,6,2022-03-06,7,2022-10-15
2591297959,2589866926,116907155,2524164501,3,2023-08-16,5,2022-08-29
4274694432,615590742,4004988820,1601758565,4,2022-05-02,4,2022-12-13
1958888225,2142575007,208407163,1364726777,6,2023-01-18,3,2022-05-06
1810885823,1535041527,4248193798,1740021201,4,2022-04-20,8,2022-09-30
2565277266,2008909355,3078706043,1564203669,5,2022-06-19,3,2023-05-09
34909597,4072569094,2632515738,3735892107,1,2023-06-05,5,2022-03-18
533247849,1838852628,319791070,416190263,4,2022-12-21,10,2023-03-09
4090864395,3784875500,1639194183,3779017061,1,2023-08-22,10,2022-11-14
534516199,1966982011,1130223242,1504465705,2,2022-02-06,7,2022-12-05
3441313621,2526440142,2709966859,4239629693,2,2022-08-14,2,2023-07-21
1386410374,123576758,3735314056,2635222784,3,2022-08-17,7,2022-08-07
2594253110,980005690,1468245405,58763252,4,2022-09-08,10,2022-10-22
2334345229,484021829,4152879313,1237424330,6,2022-05-19,6,2022-04-07
4277925961,4166676925,1410033097,630406814,2,2022-03-16,4,2022-11-22
2461158762,636000209,775896742,3215097654,5,2023-04-08,9,2022-01-31
428546111,4042724330,1527308299,3781441510,1,2023-02-18,1,2022-04-23
3858947737,1960314234,2725758044,947614626,4,2022-09-02,8,2022-11-16
2643344800,1668892845,1575804888,3306544638,2,2022-12-05,6,2022-08-24
2415467355,4079454435,2708035108,2345817293,6,2023-04-11,10,2023-02-16
3070722371,3824213786,1403013064,1861370304,1,2022-04-27,9,2023-06-02
2180557761,3286630457,993235818,3074361417,6,2022-04-27,7,2023-07-11
3503457087,3662310221,320437030,4086599620,2,2022-04-22,8,2023-01-08
2821832604,770910089,1348311321,1782627165,2,2023-07-01,9,2022-10-24
1873059256,2664553949,1937336170,1623082680,3,2022-09-15,6,2022-01-24
3856115161,2069300810,741149022,184745482,1,2022-01-31,9,2022-10-12
1287087827,4023813632,121236298,4205410754,6,2023-07-02,8,2022-12-20
1622699802,1638674453,603916730,2651573213,5,2022-09-09,9,2022-05-02
987137364,1124468283,848232570,1826933024,4,2023-09-08,3,2022-11-14
2535977260,770952119,1533852784,3667618575,6,2022-08-30,9,2022-05-15
3014109571,314102743,1819984110,2282770637,2,2022-10-02,1,2022-02-01
498996552,507228994,3107755218,985021363,6,2022-08-21,2,2022-02-10
84800304,3772955394,993235818,4093626373,5,2022-01-23,10,2022-08-16
1269355924,301926448,3979421566,4164980623,2,2023-07-24,4,2023-05-06
1755468879,1771007605,1147905250,726987033,1,2022-09-04,9,2023-02-16
3831567434,3630964008,2708035108,3785012349,3,2022-07-29,5,2022-07-12
2414146199,3527479185,1410033097,1397006661,6,2022-05-09,6,2022-11-26
819325000,576307598,116907155,654536839,4,2022-12-06,5,2022-02-15
960932613,4267171142,4152879313,1623852546,3,2022-02-02,1,2022-08-09
3306364677,2417446014,1575804888,3484933015,4,2023-07-28,4,2023-06-07
2616603504,2627252798,1819984110,548699023,2,2022-10-15,3,2023-07-06
339418831,2657315965,1326673735,4199568268,4,2023-02-10,2,2023-06-01
1500125754,1103291118,1468245405,2805864242,3,2022-06-07,10,2022-05-28
1655959588,2377173955,1403013064,1556706313,1,2023-05-12,1,2023-04-23
2539192798,3376481811,2709966859,802878909,4,2022-02-27,5,2023-01-18
2964376838,48044573,3620531632,3130831435,4,2023-07-16,3,2023-02-24
498991256,4238911460,1937336170,3605561229,5,2022-05-22,8,2022-03-18
3585674475,3916985889,3267828627,3305917971,3,2023-04-16,10,2022-05-30
4155978090,3088186640,2698582859,48283740,2,2023-02-26,6,2022-03-22
1436243567,1636187794,3735314056,1871534877,2,2023-01-03,7,2023-05-14
3368181003,3736993920,2009442175,1492773634,2,2023-04-16,8,2022-05-14
4017282031,2515911827,4248193798,1009563676,1,2022-08-26,4,2023-05-21
2185443605,3056718075,372018772,3783136360,5,2022-07-25,6,2023-03-01
1870139818,1741694004,1639194183,3587781023,1,2022-03-18,2,2023-01-12
1349475098,2873754770,4004988820,587365749,4,2022-08-25,1,2022-12-05
3713719103,3343598999,320437030,2312139917,2,2022-09-05,8,2022-03-26
4260527231,159586280,1348311321,3554321074,3,2022-12-12,2,2022-09-02
2910031307,1742918690,741149022,330127289,3,2023-09-07,7,2022-10-18
3379465782,452272312,3067156401,4269635854,3,2022-03-26,7,2023-03-10
4141036241,3641941317,2725758044,4283697386,3,2023-07-05,6,2022-03-26
2650417235,347118312,2000983915,2548108431,2,2023-08-22,3,2022-10-01
1874838806,2519446235,3345142791,1840333906,2,2022-04-08,9,2023-02-16
638124462,4167111973,121236298,1785347879,6,2023-04-12,10,2022-03-13
3312572692,284663916,3025537805,1944516786,2,2023-08-14,4,2022-10-01
3240242317,3990659065,2632515738,3376616060,6,2023-01-27,3,2023-07-06
3090962832,2013438176,1527308299,3316847074,5,2022-09-28,3,2023-08-10
2678748691,1522709043,1397963913,2764482113,5,2022-07-27,4,2022-10-15
4077256197,1909279811,3078706043,3882682291,4,2022-10-20,2,2023-02-21
1489458464,640221476,1130223242,807495182,6,2023-05-22,5,2023-05-10
2387661271,3572832805,319791070,3708035023,1,2022-08-15,4,2022-05-26
110739471,3550789976,603916730,1173910807,5,2023-03-06,4,2022-04-24
3044554272,1604984361,1549854095,1656097016,2,2022-09-29,5,2023-09-01
1752904416,2300503636,208407163,147336937,1,2022-06-18,10,2022-08-26
3810829885,491426469,1757168807,2367984748,3,2022-03-28,4,2023-08-03
3516286644,2152378554,1533852784,693200618,6,2023-03-11,5,2023-03-10
1064483592,678347703,2386223241,795517452,3,2023-04-05,6,2023-04-04
1895612959,3203289148,2246154299,4264450384,2,2022-10-18,5,2023-01-29
3582215977,1591141792,3367887545,2660450269,4,2022-06-23,3,2022-04-22
2244522742,1562472132,848232570,119018178,1,2023-03-11,9,2023-06-05
2473724764,1457608309,1934554486,3236360684,2,2022-07-15,7,2022-03-20
408428618,1950967706,775896742,1504465705,1,2023-08-17,4,2023-09-10
3133168357,961353209,1397963913,4205410754,2,2022-05-03,10,2022-02-14
949326399,1249656302,3735314056,1623852546,1,2022-08-05,9,2022-03-28
1355672838,2435538327,775896742,2660450269,1,2022-12-29,1,2022-12-24
4287647305,3578142759,4152879313,104034090,4,2022-12-03,4,2022-04-21
1146789919,3555816618,121236298,1492773634,5,2022-05-24,6,2023-01-16
2802236100,4119338436,2632515738,1601758565,3,2023-02-12,1,2023-07-25
2616066951,3488181898,2009442175,807495182,1,2022-08-27,4,2022-07-04
3599704255,4117018484,2709966859,3305917971,5,2022-12-03,10,2023-05-31
849651106,2065732609,372018772,1491250973,6,2022-02-04,10,2023-06-02
3938671153,377304386,2246154299,1656097016,6,2023-08-07,3,2022-11-11
3668833508,141562155,3078706043,3074361417,1,2022-12-29,5,2022-08-18
3385380253,4055633649,848232570,1871534877,5,2022-09-23,8,2023-07-21
2714957427,3044858167,3025537805,3030264657,5,2022-06-17,4,2023-08-25
718489219,815710300,1819984110,3708035023,3,2022-07-25,10,2023-04-25
17335466,1467122634,1468245405,206924644,2,2022-11-13,1,2022-11-05
2595582592,1915076990,1147905250,1840333906,4,2022-07-26,1,2022-11-27
2645192370,3413456094,3267828627,1009563676,1,2022-03-30,3,2022-12-14
4168942224,31040951,3620531632,1782627165,1,2022-08-25,8,2022-04-10
2420849365,2156254555,2000983915,795517452,2,2022-10-09,10,2023-04-13
3405824410,3976338402,1348311321,3735892107,4,2022-04-02,9,2023-08-10
2077535523,482106784,3067156401,3771839276,3,2022-11-17,3,2022-09-07
3734925700,1389976802,993235818,17628709,2,2022-09-29,3,2022-06-09
2161087139,4017218753,1410033097,4093626373,2,2023-04-20,1,2022-11-28
1087821768,2228568547,1575804888,1861370304,1,2022-09-13,4,2022-03-09
2217956751,3315342266,3107755218,985021363,1,2022-08-26,8,2022-11-11
1603511299,1067063434,320437030,58763252,5,2023-08-26,9,2022-06-23
2098828299,207017531,1934554486,355073381,6,2022-09-16,10,2022-09-23
3873246467,279420542,2708035108,442641724,2,2022-06-16,7,2023-05-26
3520185380,2940741294,1533852784,797782388,3,2022-01-25,4,2022-11-09
4133334597,2914114311,1757168807,1564203669,1,2022-08-17,7,2022-03-31
4115491811,948689969,1403013064,1364726777,6,2023-02-12,9,2022-09-05
4103474600,3177603449,4004988820,2371520178,1,2022-09-09,6,2023-05-21
645701113,2641260778,741149022,3663582441,5,2023-02-25,5,2023-05-05
932335713,4254176846,3979421566,1278217312,1,2022-07-24,5,2023-06-21
2711054562,4214042423,116907155,184745482,6,2022-11-28,10,2022-09-11
941629452,490394455,208407163,3099049176,1,2022-06-05,5,2022-05-01
565280371,1620548236,4248193798,3354210625,2,2022-08-19,3,2022-07-21
3381010511,1475644636,1639194183,3215097654,5,2023-06-08,10,2022-09-28
3635752625,1930179520,319791070,1556706313,3,2023-04-29,1,2023-06-09
2488510530,2820265854,3367887545,693200618,6,2022-12-25,6,2022-04-12
106939801,2310667902,1937336170,451591866,1,2022-03-16,10,2023-04-10
372866469,3239964499,2698582859,3376616060,2,2023-02-27,9,2022-12-13
2694785750,810596161,3345142791,3316847074,2,2022-10-17,3,2023-02-11
1697974820,3728663965,1549854095,1397006661,6,2022-10-31,8,2022-03-09
509379338,3808685896,603916730,2764482113,5,2023-03-30,5,2022-11-15
3301764758,1006508982,1527308299,1944516786,5,2023-01-05,5,2023-01-28
1352432031,3542584312,1326673735,2651573213,5,2022-10-23,7,2022-03-04
3784564419,1954694156,2386223241,3306544638,6,2022-04-03,1,2023-06-23
2794828926,3966382561,1130223242,3554321074,5,2022-05-01,5,2022-11-01
3187464526,3008306064,2725758044,634676415,2,2022-01-26,10,2022-03-03
2088250435,104764270,1348311321,2805864242,3,2022-03-16,3,2022-04-01
2412715947,3771296983,993235818,1237424330,5,2022-04-29,7,2022-06-09
508473140,2362464341,2386223241,1173910807,2,2023-05-03,5,2023-08-24
2007692504,2663519769,741149022,416190263,1,2022-11-07,8,2023-08-29
2890468833,1075307481,3367887545,119018178,4,2022-10-16,7,2022-11-13
1374198116,2641033107,121236298,3484933015,4,2022-12-09,1,2022-03-22
3635797679,3488325080,3979421566,3605561229,1,2023-07-03,10,2022-11-20
1233466150,955197145,2709966859,2367984748,3,2022-12-04,5,2022-08-15
525446176,4182002046,3025537805,1740021201,5,2022-05-29,7,2022-03-18
268770238,622156168,1937336170,3130831435,1,2023-02-24,4,2023-05-06
422466203,3435530430,1575804888,3785012349,2,2023-06-16,2,2023-04-26
2453648076,1556689783,1549854095,3587781023,5,2023-05-28,10,2023-01-15
1558325750,3517328450,1468245405,587365749,1,2023-01-17,3,2022-10-20
3402632127,2154701352,1147905250,1826933024,3,2023-08-22,8,2022-12-28
192277891,3771882745,2000983915,1785347879,6,2022-04-13,1,2023-02-10
2245315794,3182060688,320437030,2345817293,1,2022-05-12,9,2023-02-19
2300081910,2374598016,848232570,2635222784,6,2022-10-21,5,2023-08-31
1251786239,1263081891,2708035108,1623082680,3,2023-03-21,5,2023-07-22
2459951527,1267088255,3067156401,802878909,6,2022-03-28,9,2022-02-25
527530001,1585884455,3620531632,2312139917,6,2023-06-22,10,2022-12-03
4122635592,3263396748,3345142791,3781441510,3,2022-12-06,4,2022-11-11
1610319268,3364098307,372018772,3667618575,5,2022-09-30,1,2023-05-10
1968917323,1421624846,2725758044,2548108431,3,2023-01-13,3,2022-07-26
3118757513,27092644,1819984110,4239629693,6,2022-04-21,5,2023-09-04
1657765977,3636411701,2009442175,654536839,3,2022-07-01,7,2022-12-24
